age,occupation_risk,zone_risk,health_score,income,claim_history,premium
38,4,3,69.7,29529.42,1,840.86
33,2,1,85.5,32735.07,0,485.12
38,3,3,69.2,27581.37,2,807.38
28,5,4,77.1,33844.75,2,994.84
54,2,3,81.4,22626.65,0,730.63
53,3,4,83.5,17022.85,2,919.69
52,1,2,93.1,24481.53,3,636.46
36,1,1,57.5,26641.48,2,548.74
37,2,5,54.2,15387.72,2,975.8
35,1,3,76.8,14306.22,2,669.31
64,3,3,75.6,28579.09,0,891.2
58,3,4,76.6,21749.15,5,1075.41
31,3,3,93.3,23673.27,0,686.91
32,2,4,65.2,22122.46,1,830.65
48,2,2,71.4,37164.81,1,664.57
18,3,2,50.3,35094.09,1,744.48
20,5,2,97.0,15101.17,0,674.71
33,1,4,60.0,20737.65,1,787.64
40,4,2,60.4,31800.03,4,861.76
28,3,4,59.8,29815.49,1,901.01
29,3,5,55.3,24668.34,0,969.1
27,3,3,54.1,15899.2,3,860.85
49,1,3,57.1,19539.68,0,706.84
33,1,3,44.5,20865.86,4,823.38
25,3,3,53.2,27215.95,0,793.81
55,2,3,94.2,38629.82,0,737.58
29,5,3,76.0,19504.96,0,824.01
41,3,5,78.9,16791.72,1,936.79
45,1,5,82.7,24131.31,3,896.87
25,4,4,92.5,33253.91,2,905.17
45,2,4,38.4,13424.94,3,943.24
53,3,3,46.6,36629.07,0,892.79
43,3,4,52.9,23623.75,1,914.03
25,5,4,58.0,19125.44,0,959.28
45,4,3,60.5,12198.49,3,887.76
45,3,5,58.3,30652.17,6,1157.91
54,3,3,68.3,23630.63,0,823.83
58,5,3,65.5,26365.64,0,961.96
53,2,4,54.2,17793.51,3,977.54
44,1,5,32.4,22447.23,0,932.55
34,2,2,50.1,21107.35,1,680.77
26,2,4,56.8,24195.26,2,889.2
50,3,3,61.3,19643.58,1,832.9
37,3,2,48.1,12726.55,4,808.42
30,3,4,57.6,46828.0,0,904.94
45,1,3,48.0,14092.77,1,716.0
46,4,4,63.1,26451.67,3,1007.27
30,2,3,48.9,10823.78,1,757.9
63,3,3,52.3,9023.62,1,945.69
52,3,3,45.4,25782.61,3,951.42
23,2,3,62.7,26394.94,1,743.23
35,1,2,52.0,35091.99,0,615.12
22,1,5,78.6,28196.37,1,849.74
64,4,3,71.1,23801.51,3,1029.21
42,5,4,64.0,17403.2,0,946.04
19,3,3,53.0,36992.1,1,837.28
27,1,3,70.7,32430.81,0,655.58
47,3,3,75.4,15029.36,0,737.2
62,4,3,67.1,25303.71,1,967.11
22,4,3,89.1,26152.42,3,841.63
50,1,3,71.9,22234.77,3,767.98
18,1,3,78.7,31174.8,2,695.12
35,4,2,67.0,31653.87,0,714.78
49,2,3,75.1,23476.11,4,832.81
64,2,2,53.0,22753.05,1,823.57
28,1,2,58.1,36991.67,2,661.8
38,3,5,70.2,32462.71,0,953.63
43,4,3,70.1,25578.88,2,860.46
42,5,4,72.6,11966.33,2,977.8
39,3,3,81.5,27752.0,1,756.68
44,3,5,43.6,30584.67,0,1010.9
30,1,3,50.4,8000.0,2,735.7
50,3,4,68.4,27014.96,0,892.77
51,2,3,54.1,21666.46,2,838.83
58,3,5,100.0,23233.17,1,999.62
52,2,4,72.7,17740.95,1,862.11
18,2,4,63.8,23814.49,1,842.74
38,1,2,57.3,36135.93,2,661.94
23,2,2,57.8,21428.81,1,655.96
45,1,2,65.5,32724.59,0,573.15
34,2,2,66.7,18549.35,2,660.06
22,5,4,58.1,31070.05,0,979.52
48,3,1,60.9,25013.25,1,638.08
22,3,1,85.2,27816.2,2,583.73
55,4,2,85.8,25057.23,5,888.32
20,5,2,68.8,30133.0,3,853.89
40,3,2,44.9,8000.0,3,780.17
54,4,4,73.1,13641.4,1,968.36
54,2,3,88.3,28336.64,3,819.52
27,2,1,85.5,8651.69,2,503.98
27,3,3,76.0,20755.36,0,727.99
36,3,3,86.3,24565.27,2,767.73
34,3,2,65.8,18374.88,2,714.16
38,2,4,74.4,19467.51,0,769.25
31,1,4,54.8,27172.66,1,820.15
26,3,4,69.4,33074.36,2,911.48
63,1,4,84.9,17332.4,1,867.25
18,3,1,56.2,20399.53,2,641.92
62,3,5,52.1,19149.91,2,1170.72
30,4,4,66.5,8000.0,3,966.26
21,4,5,61.6,26133.69,3,1099.69
18,4,1,74.7,32477.74,2,671.43
57,3,5,58.2,33133.15,2,1138.52
49,4,4,90.8,18033.87,1,891.13
51,3,4,45.7,14986.42,4,1058.75
45,2,1,83.8,25172.84,2,537.94
48,1,4,53.5,31634.19,3,910.94
25,2,5,38.1,26238.8,2,1028.8
56,3,4,68.6,27314.44,1,962.78
43,3,3,61.2,34134.65,1,814.22
51,4,5,48.4,19086.91,0,1082.75
20,2,3,39.8,23240.24,1,798.1
29,1,3,64.9,38076.84,1,710.0
18,5,3,79.6,23425.51,2,880.8
61,1,5,73.8,14861.3,2,1005.02
22,3,1,65.9,19645.15,2,625.4
47,3,3,72.2,17494.56,1,780.31
47,3,4,64.6,27857.3,1,906.05
34,1,4,43.6,17832.42,0,801.31
64,1,3,43.7,27168.27,3,960.48
40,1,5,62.0,19111.48,4,968.56
32,3,5,62.6,8012.97,0,936.82
54,3,1,77.8,27452.96,1,641.55
38,2,3,76.4,26187.71,2,745.19
31,3,1,74.1,29142.06,1,586.04
19,4,3,60.8,19616.1,0,811.57
28,1,3,44.3,18763.64,1,734.1
56,3,5,71.2,28211.73,3,1120.2
55,3,4,72.9,37152.16,0,934.27
51,2,2,29.2,25089.34,1,784.12
55,2,1,52.5,28396.68,0,636.7
51,3,3,54.6,22427.3,1,862.45
35,4,3,66.8,12650.96,0,786.35
47,4,2,52.9,32739.44,1,801.8
32,3,4,64.4,32267.31,0,867.39
44,4,5,61.8,30686.19,1,1049.98
51,2,3,62.6,23544.44,1,786.54
55,3,4,54.3,29776.45,2,1026.3
50,3,3,55.4,32150.09,1,871.51
41,2,4,48.8,37961.27,2,925.78
32,4,3,70.7,32908.21,2,866.39
47,3,2,73.6,25510.57,2,722.73
59,2,5,53.4,14533.97,3,1112.84
34,5,3,87.8,26245.27,1,828.54
22,1,4,60.3,27052.62,1,800.94
46,2,3,88.0,30672.24,1,696.93
21,1,1,55.4,35831.13,1,540.63
27,4,2,34.6,24238.8,1,820.84
34,4,3,71.0,41807.9,2,880.56
27,2,4,68.7,10925.7,1,799.44
34,3,3,65.5,28354.73,0,763.82
37,2,4,55.4,18611.84,0,820.84
41,4,4,64.5,9742.22,0,879.21
22,3,4,57.3,23385.8,1,897.19
51,3,3,60.5,13342.62,0,798.64
23,5,5,77.6,23708.58,1,1048.74
19,2,3,67.8,25278.15,2,757.51
30,1,3,74.1,33948.33,2,713.04
60,3,2,61.5,12939.32,1,806.78
60,5,3,59.9,32267.56,1,1032.95
28,2,1,47.7,25784.64,0,559.99
64,1,3,59.4,33230.79,1,865.83
40,2,2,15.2,21545.99,0,736.71
33,3,3,56.1,14342.04,2,829.92
48,2,4,63.8,15260.01,2,874.37
28,3,3,73.5,14665.54,3,816.79
33,5,2,61.0,28822.51,1,812.87
25,3,2,70.2,36815.38,2,729.66
21,2,4,32.3,20480.39,2,937.75
57,3,2,64.1,30033.08,0,768.94
21,1,3,39.8,12812.46,0,710.17
42,4,3,46.9,26442.57,3,948.01
20,3,4,62.2,30348.5,0,874.03
49,2,3,84.1,13415.0,2,737.49
20,3,4,70.6,23368.93,2,897.28
44,3,1,65.3,30727.34,2,639.66
46,3,2,64.7,8000.0,1,684.71
49,1,2,54.3,35683.62,2,697.85
36,4,2,56.8,27829.44,2,802.39
38,5,2,71.4,30733.82,0,758.15
22,3,3,44.2,21698.25,1,832.65
35,5,3,73.9,11218.22,1,842.67
45,2,4,59.2,29272.5,0,824.62
59,3,3,77.4,24339.28,0,841.09
39,3,4,79.4,25256.92,2,881.98
38,3,3,39.9,33700.86,0,831.08
23,3,2,56.3,31096.51,1,727.91
18,2,3,52.2,40369.9,1,794.78
22,1,1,37.8,26230.83,1,569.83
58,2,1,49.5,19470.3,2,716.19
29,2,3,100.0,23492.67,1,655.48
43,4,5,74.1,28325.31,1,1013.04
63,2,4,93.8,33126.85,2,945.22
51,1,1,77.4,13263.73,1,498.74
31,3,4,53.9,25068.3,2,945.48
43,3,4,59.3,37876.33,1,921.29
62,4,3,73.8,23078.33,1,953.05
44,3,4,71.6,32448.09,3,938.24
26,2,3,56.3,28944.94,1,763.46
43,4,2,42.4,32646.88,2,844.86
64,3,3,100.0,18521.92,2,871.14
39,1,3,62.9,18556.79,0,657.71
64,3,3,60.1,25162.18,2,986.54
47,5,3,66.7,12742.23,0,851.96
60,2,5,61.4,22842.08,1,1055.53
34,2,5,66.8,27023.01,1,929.03
43,1,4,84.3,39277.08,0,726.31
53,2,4,63.1,28221.75,1,904.36
18,3,5,47.6,30001.83,1,1030.99
25,3,1,62.6,34315.81,2,650.23
52,1,2,58.0,17282.74,1,660.92
32,5,3,86.4,23679.34,2,862.28
64,4,4,82.6,44403.3,1,1075.39
39,3,3,66.6,24367.02,1,781.58
31,4,4,45.8,33931.45,2,1022.32
43,1,2,46.6,32709.9,2,681.63
45,3,2,65.2,13175.09,1,673.87
40,3,4,70.0,27483.83,0,842.04
31,4,2,59.4,26173.98,2,796.64
41,4,3,57.8,27639.67,2,890.61
19,2,2,56.1,18967.1,1,665.11
62,5,3,64.6,16064.64,2,1040.49
43,1,4,29.3,21191.92,1,863.52
31,4,3,48.5,24217.64,0,854.0
24,5,3,55.6,34479.88,2,955.55
20,2,1,83.1,39538.49,1,526.94
64,4,4,52.8,36172.78,3,1190.21
40,1,3,67.7,31881.48,2,723.44
63,3,3,68.4,16965.28,2,939.34
60,3,4,84.5,21728.83,2,981.2
64,3,2,83.9,26679.41,1,800.75
62,5,4,64.1,19940.49,3,1176.26
35,3,3,57.9,29617.65,0,786.63
55,3,3,55.0,30763.89,3,964.26
52,4,2,61.4,29290.32,1,817.83
32,5,5,58.5,33201.08,3,1168.25
42,1,4,73.3,17763.27,0,722.08
54,5,2,71.3,32462.63,2,893.84
45,1,3,73.9,19434.84,1,659.13
27,4,4,83.9,17472.51,0,846.27
56,2,4,92.9,29256.93,3,920.72
34,1,4,66.9,34726.99,1,791.82
56,3,3,81.5,28904.11,1,846.92
39,3,4,59.7,25166.43,2,927.69
43,2,3,82.8,27481.23,1,699.66
61,1,2,80.9,26091.42,1,684.7
42,3,3,80.1,15992.39,1,740.63
34,5,5,66.4,15059.04,0,1032.58
30,2,3,55.0,24369.39,4,853.97
37,2,3,44.1,25638.85,0,767.6
42,3,4,64.4,25090.66,2,907.03
21,1,3,88.0,30408.81,0,614.35
27,4,4,60.4,23276.19,1,946.79
20,4,4,76.8,29503.83,1,906.81
58,3,1,77.7,23843.31,1,673.4
62,2,5,60.7,39586.87,3,1161.69
35,4,4,84.7,25645.71,3,948.29
64,3,4,21.4,43725.78,2,1199.49
53,4,4,46.7,27816.09,1,1051.13
64,3,4,51.3,23290.58,1,1071.79
39,4,2,52.7,17804.42,1,763.23
51,3,3,70.0,13456.89,2,839.4
64,3,4,69.4,17068.46,0,983.17
25,5,2,70.9,17963.15,2,802.33
57,3,1,73.9,28158.56,0,647.44
61,3,4,50.7,20790.68,2,1070.57
36,2,4,46.7,26495.42,1,882.81
59,3,2,70.9,35255.83,2,833.5
58,3,4,55.5,24297.53,1,1011.16
54,2,4,41.4,41633.25,1,991.93
23,1,3,79.6,15593.51,2,672.07
43,3,4,85.9,23795.33,1,831.62
51,4,3,88.4,20685.5,0,788.84
62,3,2,67.8,32492.05,1,839.28
23,2,2,74.4,8000.0,2,630.34
54,3,3,85.5,13455.08,3,853.65
50,1,3,55.4,24141.23,2,780.51
39,3,4,81.7,37411.02,0,830.37
38,2,4,69.1,26806.73,1,826.77
23,2,3,78.7,14187.62,3,750.35
23,2,4,67.8,15422.67,1,812.74
21,2,2,84.4,38383.92,4,703.89
47,1,1,68.4,20030.92,4,593.23
28,2,4,42.7,17456.29,2,910.11
47,3,1,86.8,36818.98,1,576.12
48,3,2,50.8,33088.78,2,797.54
41,2,4,83.8,35192.48,0,773.78
26,4,3,63.6,17399.66,1,829.83
20,1,4,82.6,12799.15,1,726.18
48,3,2,82.0,26065.33,0,648.45
57,1,1,71.5,27681.01,0,553.24
54,1,3,72.6,27916.81,1,747.05
53,3,3,71.3,36825.47,3,917.22
41,3,3,34.8,11129.86,3,904.5
48,4,3,66.8,31877.56,1,869.64
23,3,4,48.3,16227.0,2,946.89
19,5,5,67.6,31845.88,0,1049.59
37,1,2,47.9,21200.35,0,598.41
45,1,3,47.2,18488.23,1,727.0
28,1,3,89.1,20120.78,2,659.74
21,2,5,81.0,13435.12,0,845.18
32,3,5,64.9,25323.43,2,1016.23
23,3,2,67.8,18818.61,2,707.5
47,1,4,61.3,31290.39,0,787.82
55,5,3,73.5,30120.45,2,987.68
19,4,1,54.9,38505.26,1,698.47
32,2,1,79.9,27930.62,0,483.2
28,1,3,61.2,29165.42,2,735.1
25,2,3,58.7,36200.8,1,772.46
43,1,1,65.3,19978.7,0,459.62
62,1,4,56.1,13093.93,0,893.62
61,3,2,69.9,26600.75,0,785.6
22,2,3,56.9,13618.93,0,714.49
23,2,3,72.0,44631.51,2,784.27
43,5,2,83.2,36643.99,2,797.88
21,3,3,54.2,42311.81,1,840.32
36,5,2,63.0,25499.58,1,801.92
37,1,3,71.9,29404.59,3,736.45
50,2,2,58.5,21324.2,0,664.9
37,3,3,72.0,32063.4,0,750.07
29,1,2,73.3,15275.65,1,557.75
64,1,4,81.2,8000.0,0,841.15
18,3,4,55.9,18674.32,1,896.86
43,3,2,50.9,13356.21,3,770.24
31,3,3,60.4,36823.41,0,792.68
55,3,1,50.5,39525.42,2,767.72
54,3,3,73.5,13776.57,2,852.41
28,1,2,47.6,35333.72,2,680.82
53,2,3,100.0,32611.08,0,692.31
30,2,3,84.4,12441.79,0,641.9
60,1,5,65.2,21877.86,5,1110.71
20,5,3,78.0,20358.69,0,822.65
50,3,3,40.4,30983.96,0,870.44
23,4,3,100.0,15169.77,1,742.43
27,2,5,56.1,24209.02,2,981.62
22,2,4,63.2,19512.52,0,799.11
40,2,2,37.2,28786.73,0,684.64
27,1,4,72.3,23265.66,1,766.58
61,2,3,48.4,20718.03,4,989.17
19,4,4,66.5,23293.63,1,927.4
30,3,4,56.8,41288.34,2,964.87
57,3,2,48.8,21664.8,1,828.25
19,3,4,52.9,16671.96,1,903.84
37,5,2,68.4,29667.47,2,826.37
18,1,2,45.8,23851.8,0,614.05
54,2,2,53.8,13678.13,1,732.84
26,2,4,74.9,42851.97,2,865.1
34,4,2,100.0,22180.17,2,682.14
26,5,1,72.2,21977.04,2,704.79
28,2,4,51.2,26278.68,2,901.22
32,4,2,59.5,38840.93,0,749.13
41,4,2,65.5,11562.04,0,688.39
55,2,2,59.8,27207.89,4,829.45
52,2,3,78.5,41698.18,0,761.5
47,3,3,68.3,26029.83,3,860.12
48,5,1,78.6,15117.33,2,707.28
22,2,5,60.3,20052.83,2,964.01
61,4,4,84.9,26655.06,1,1010.12
31,2,3,62.5,35646.43,0,731.83
28,4,3,50.4,22285.31,0,845.47
26,3,3,97.7,31613.21,3,774.71
51,3,3,37.6,13517.05,2,921.45
29,4,2,53.9,13450.25,1,750.27
52,4,2,55.6,21137.59,3,878.78
52,4,4,100.0,36504.23,2,952.39
18,1,2,92.1,25551.0,0,497.13
57,3,3,87.4,27318.49,0,810.87
39,1,4,60.0,27224.64,3,859.26
46,3,4,100.0,33873.66,0,787.08
25,3,3,70.5,20118.23,3,829.48
28,3,4,79.7,30506.28,3,914.35
58,3,1,67.7,18352.94,1,682.97
54,5,4,64.3,40866.18,2,1109.36
31,1,3,61.2,18596.87,3,752.11
47,3,4,61.9,17940.89,1,897.36
52,2,5,74.1,29397.36,2,1004.88
38,1,5,70.5,25638.31,3,925.86
54,2,5,64.5,27614.82,2,1039.23
22,5,3,87.6,26818.51,1,837.65
36,4,3,20.5,16276.86,0,906.8
31,5,3,72.6,37906.87,3,947.6
43,5,4,75.8,32148.34,1,963.61
21,2,4,82.2,35871.6,1,809.96
42,2,2,64.0,20773.35,1,644.69
62,3,5,68.1,28332.19,2,1138.43
59,3,4,79.8,26578.95,0,931.28
42,3,5,87.4,34024.02,2,965.62
35,2,4,60.5,34281.99,0,831.85
57,3,2,69.0,26544.41,1,782.32
25,3,2,90.2,12856.39,0,587.81
56,2,2,33.1,39237.3,1,832.85
57,3,2,54.6,29447.9,0,789.84
31,3,3,87.0,20132.5,4,816.32
49,3,4,81.4,28252.34,0,849.83
55,2,4,72.8,12911.25,1,878.85
50,4,3,58.3,33442.82,0,878.37
40,1,1,51.8,13230.31,1,516.73
32,2,2,56.1,23233.32,4,752.15
50,4,1,88.2,26955.64,2,664.0
42,3,3,55.6,33310.72,0,793.68
34,2,3,66.5,25852.36,2,764.94
50,3,1,53.7,30079.7,0,649.71
64,3,3,77.6,24774.66,0,877.91
19,4,2,56.9,24742.51,1,763.77
31,4,3,63.5,25683.82,2,877.82
57,3,3,39.7,23487.54,2,979.11
57,3,3,40.8,11507.44,2,961.19
56,1,3,65.1,18853.41,0,739.94
23,2,5,45.1,26958.2,0,950.83
23,3,2,96.6,23007.03,1,619.24
20,3,3,34.1,23753.53,2,897.18
24,3,4,53.0,22413.17,1,910.66
25,2,3,65.3,18091.21,3,789.18
59,1,5,59.5,21055.2,0,970.31
32,3,3,48.4,22545.35,2,857.01
64,2,3,50.6,25041.15,0,893.86
46,4,1,50.1,28147.03,1,704.75
50,1,3,60.7,23555.6,2,768.52
47,3,2,94.3,16762.76,1,626.0
56,5,2,66.2,13815.34,2,899.53
44,2,3,82.7,45779.5,1,724.76
53,3,3,72.6,15961.48,3,883.4
46,1,1,81.7,20851.0,1,457.63
55,3,4,23.0,29136.0,1,1077.17
50,3,3,60.4,27886.88,1,846.35
54,3,2,84.6,29166.93,1,726.6
44,3,3,56.4,21458.26,1,809.75
50,4,4,91.4,26908.46,1,910.03
21,2,3,87.3,25490.75,5,809.34
39,1,3,58.0,22502.95,1,708.31
19,4,3,57.5,26963.28,4,951.06
27,3,3,49.8,33442.92,3,900.65
22,4,5,55.6,24822.4,0,1021.86
27,3,4,46.5,24875.62,0,900.12
50,4,1,71.4,33545.29,1,683.13
55,3,3,43.2,32690.88,1,938.47
30,4,4,74.1,37671.49,2,955.22
48,5,1,74.4,10950.16,2,707.28
64,3,5,40.1,32240.95,4,1295.02
53,2,5,88.2,29812.64,0,917.0
62,2,1,72.7,17914.78,3,714.48
41,2,5,76.2,27012.7,1,906.19
32,2,3,53.6,33408.97,1,780.82
46,2,4,74.3,18366.73,1,812.55
25,3,3,81.9,28540.5,1,754.2
22,3,3,63.5,31970.83,3,866.64
46,3,3,95.0,16431.84,0,678.42
64,3,4,65.7,23861.71,2,1060.6
21,1,1,82.1,27407.75,2,491.93
29,1,3,69.4,18630.95,2,698.0
62,2,2,73.8,17966.77,0,718.58
19,3,3,39.9,23919.64,1,852.01
44,2,3,70.6,31413.12,0,709.43
48,2,3,54.0,30149.87,4,891.65
53,3,3,52.3,18108.7,1,873.36
53,4,2,91.2,30217.34,1,747.99
43,1,2,61.8,18312.48,1,598.11
60,3,1,50.0,12118.64,1,733.55
44,3,3,59.6,22062.85,2,827.7
22,4,5,45.5,33983.75,1,1094.18
37,5,2,86.5,30247.68,0,724.02
28,1,5,54.6,24987.43,1,905.5
27,2,4,72.9,21666.36,2,840.23
57,4,3,85.3,21881.9,6,1027.84
55,3,3,57.5,25870.28,2,920.44
23,3,4,73.0,16452.5,2,878.78
25,3,2,49.5,22215.14,3,787.2
40,3,3,100.0,23275.44,1,702.2
64,5,4,79.0,14191.4,2,1114.37
43,5,3,62.1,18292.41,0,859.91
63,4,4,53.4,28284.05,2,1142.45
60,2,1,63.3,25076.09,2,700.28
29,4,4,59.9,22529.91,1,947.55
43,1,3,94.3,17708.58,0,571.88
30,2,3,46.6,37614.8,1,803.07
57,4,3,67.0,18296.17,1,920.29
35,2,3,64.7,27012.74,1,746.72
42,2,4,63.2,21097.05,4,921.97
50,1,3,63.4,25290.23,1,731.73
64,4,4,63.3,28660.88,2,1127.33
57,3,3,78.1,14037.95,1,836.18
60,3,2,74.1,24947.07,1,790.68
29,2,1,71.3,34525.83,2,579.23
61,4,1,19.5,39092.02,4,999.3
53,4,3,69.5,23959.89,2,916.03
21,2,3,40.2,25333.45,0,779.0
22,3,4,74.7,42690.66,2,917.61
54,2,4,87.1,34079.39,2,895.85
25,5,1,51.1,20061.72,1,724.98
59,3,2,61.1,20048.13,0,782.08
45,5,2,56.0,32652.4,0,797.35
48,2,3,83.5,16911.7,1,697.18
26,4,2,66.4,33701.81,2,782.79
46,4,2,90.9,27674.4,1,691.36
31,3,5,71.2,29141.77,0,940.19
57,5,4,68.6,22946.13,3,1128.23
58,2,2,66.0,19961.4,2,766.95
39,1,3,77.3,36695.94,2,704.64
28,3,3,38.9,23026.1,0,821.31
40,4,4,66.3,21712.52,4,1011.93
18,3,3,63.9,24358.9,3,845.79
63,2,2,75.9,26544.18,1,764.41
54,3,4,62.2,16753.4,3,1012.01
38,2,3,49.4,20481.03,0,744.81
43,3,2,65.1,20055.74,0,656.54
63,3,3,48.8,31762.24,3,1041.17
53,4,3,36.1,17912.3,0,929.75
40,2,3,75.9,10953.86,0,658.99
18,3,2,73.7,9263.24,0,620.95
57,2,3,72.0,13236.96,4,895.16
32,2,1,84.5,35892.31,1,517.64
38,4,4,55.0,25129.65,1,956.49
64,5,2,43.5,29009.99,0,974.04
26,2,1,63.9,29291.9,2,586.52
26,4,4,59.8,25449.47,1,947.49
27,4,4,52.4,24401.75,1,969.05
43,4,4,63.8,33356.21,0,924.13
58,2,3,55.8,26167.97,1,868.17
52,5,2,37.5,36192.78,2,967.19
42,2,4,58.4,29966.64,2,886.6
43,2,4,48.0,20057.63,2,895.07
28,1,2,68.5,21022.93,2,615.71
55,3,5,55.2,19180.28,2,1098.9
19,1,2,81.7,34740.38,0,532.42
24,2,5,89.1,21759.59,2,900.38
35,2,4,75.2,18612.22,2,829.99
44,4,4,41.7,27558.22,2,1023.62
51,4,5,87.6,24222.66,2,1052.44
44,2,4,88.6,27356.55,2,811.76
34,4,2,65.3,40118.51,2,792.98
60,4,3,84.8,32304.57,1,919.75
61,4,1,56.7,25216.08,2,831.64
41,1,3,37.0,13732.61,1,740.63
42,3,4,53.6,21000.3,0,878.36
24,5,3,90.9,30688.37,1,837.96
23,3,3,42.6,15631.67,1,824.69
41,2,3,65.0,42127.76,0,734.69
50,3,4,65.5,25115.33,1,924.68
46,3,1,57.3,25390.79,2,652.45
60,3,3,58.3,19666.84,1,917.04
39,1,2,66.1,28973.9,2,631.39
43,2,4,56.6,15735.99,0,810.07
45,4,2,43.7,42319.14,1,819.85
38,4,4,68.2,35538.81,1,946.14
24,1,2,81.1,32874.37,2,597.89
34,5,2,78.0,13876.57,3,805.5
37,2,5,52.9,26643.31,0,932.53
58,3,1,46.2,34672.69,1,768.51
37,4,3,60.7,29744.84,0,828.66
39,4,1,88.5,16983.13,3,641.12
45,5,3,74.7,19799.25,2,885.91
57,2,3,75.6,21384.51,0,768.43
24,4,3,78.3,20172.5,2,831.25
18,1,2,71.3,37230.23,1,600.87
49,4,3,66.8,9631.89,4,933.75
30,4,4,74.9,30247.35,0,890.7
47,3,4,56.8,14661.57,2,934.97
40,2,3,43.8,17309.99,4,871.24
36,4,3,75.8,8922.13,3,854.03
49,2,2,83.6,20607.56,1,623.12
47,1,2,48.2,37085.85,1,670.01
46,4,2,77.3,27118.59,0,689.75
62,3,2,90.2,15413.11,0,725.66
46,4,2,65.0,33137.18,1,763.16
47,2,3,52.7,34850.43,1,801.89
33,2,3,66.8,25832.37,0,705.69
57,4,5,56.7,41277.99,2,1199.72
36,3,2,55.7,31572.51,1,727.63
35,2,3,71.5,30461.22,2,761.82
18,4,4,40.9,18572.97,0,959.03
31,3,3,43.3,30019.19,0,826.24
64,3,2,65.3,26734.33,0,820.83
19,3,2,64.7,29158.63,7,885.89
45,4,1,70.2,19523.32,2,661.46
47,4,3,93.1,26024.79,3,848.7
55,4,4,66.6,18465.11,1,1005.64
21,1,1,74.0,8000.0,4,538.14
18,4,2,50.4,32986.44,1,791.51
25,3,4,76.5,12980.89,0,805.71
46,3,4,57.1,25857.49,1,913.12
56,2,3,66.1,27664.02,1,831.38
20,4,4,63.4,27612.5,4,1029.66
49,4,3,80.5,22735.37,1,831.37
27,1,2,45.4,27169.69,0,615.62
27,3,3,30.8,28767.74,2,910.23
36,4,3,61.8,30879.72,1,857.42
63,1,5,72.0,38867.53,2,1062.28
51,5,1,67.3,26873.55,1,742.96
50,3,3,83.5,25512.39,0,754.32
40,3,3,71.6,17746.17,1,759.48
45,2,3,56.5,28487.57,0,734.21
49,2,1,30.1,30339.06,2,703.95
24,5,3,61.4,23461.57,0,867.33
46,2,4,80.4,29356.9,0,782.26
25,4,3,59.1,22659.87,2,883.25
18,2,3,65.4,30367.94,0,714.73
20,1,2,71.3,32300.82,2,621.67
41,1,2,49.8,32189.02,2,674.2
40,3,3,74.3,25942.75,1,767.87
25,5,4,89.6,16680.25,1,907.4
64,2,5,62.4,20104.7,2,1111.6
54,2,3,48.1,29761.26,1,862.04
20,2,3,64.0,44590.5,1,772.19
50,3,4,31.6,22274.23,1,1005.53
45,3,3,70.1,28646.7,0,754.92
64,4,3,71.8,20551.58,4,1055.07
25,3,2,90.1,17208.26,0,589.83
51,3,4,62.1,19589.47,1,933.71
52,1,3,71.1,8340.22,0,674.89
49,5,4,52.1,35827.48,1,1068.42
41,2,4,59.7,8000.0,1,823.14
31,1,2,42.1,22889.37,0,613.16
49,3,4,62.1,15574.98,1,912.69
63,3,4,60.4,17924.96,2,1059.49
60,3,3,69.5,36012.18,1,909.99
33,3,2,55.6,26608.54,3,780.04
21,4,1,66.3,17276.83,0,601.48
54,2,3,60.0,20283.86,1,819.69
38,4,3,60.0,18876.15,1,843.14
31,3,3,66.2,24651.63,1,783.69
48,3,2,65.6,26383.13,2,751.99
35,3,4,76.4,40164.6,2,910.58
24,2,2,63.2,9669.59,0,595.82
27,4,2,59.8,24721.5,2,783.97
24,3,3,62.3,22475.46,0,760.47
50,2,3,54.3,32572.39,0,785.59
40,3,2,59.6,27838.54,2,744.99
38,5,2,95.5,29722.9,1,720.87
36,3,2,51.3,27760.69,2,763.22
36,5,4,60.8,17544.07,1,983.51
53,2,4,59.2,34690.12,0,901.17
46,1,3,61.3,31388.04,0,687.55
35,2,4,60.0,32324.24,2,890.01
19,3,4,69.2,35112.4,2,918.12
18,2,2,39.3,28341.4,0,680.45
64,1,5,80.6,36847.94,1,1009.9
22,5,4,74.5,28021.12,1,968.14
37,4,2,46.4,23247.53,3,851.3
28,4,2,31.0,24947.17,2,858.72
59,2,2,50.3,24809.25,0,760.77
19,1,2,61.4,20844.87,2,624.7
20,1,4,100.0,38055.11,2,746.67
40,4,3,73.1,27370.36,3,883.59
29,5,4,37.9,25757.91,2,1088.34
37,3,4,54.7,28106.19,1,915.89
22,1,3,64.2,48838.84,1,729.6
54,3,4,68.8,15946.21,1,931.56
55,2,1,45.3,18239.69,1,669.29
47,2,3,63.0,13955.43,1,744.92
26,3,3,54.2,23139.21,1,813.7
51,4,1,48.4,26964.15,2,772.27
61,1,1,68.9,21277.42,2,643.06
52,1,4,76.6,20682.19,1,806.95
39,5,4,77.6,26139.24,0,928.68
61,2,2,73.6,20983.14,3,798.64
41,1,4,57.5,27481.41,2,840.71
34,2,4,75.7,33913.87,1,816.44
27,1,3,69.6,30416.24,3,747.46
47,2,1,67.0,32048.11,1,578.62
63,4,5,55.8,33687.35,2,1239.84
40,2,3,57.5,27262.63,3,822.57
